cod_mun,Município,UF,Area equipada total   ,area_arroz,Area equipada por irrigação por Municipio (Café),Area equipada por Municipio (cana de açucar, Irrigada e Fertirrigada),Area equipada por irrigação por Municipio (Outras culturas),Area potencial de ser colhida irrigada por municipio por cultura  (Arroz ),Area potencial de ser colhida irrigada por municipio por cultura  (Café),Area potencial de ser colhida irrigada por municipio por cultura (Cana),Area potencial de ser colhida irrigada por municipio por cultura (Outras Culturas),Area potencial de ser colhida irrigada por municipio por cultura ,Valor da produção total do município (1000 R$) do Arroz ,Valor da produção total do município (1000 R$) do Café ,Valor da produção total do município (1000 R$) da cana de açucar (Irrigada e Fertirrigada) ,Valor da produção total do município (1000 R$) de Outras Culturas ,Valor da produção total do município (1000 R$) ,Area Colhida por municipio (ha) de arroz ,Area Colhida por municipio (ha) Café ,Area Colhida por municipio (ha) cana de açucar (Irrigada e Fertirrigada),Area Colhida  por municipio (ha) Outras Culturas  ,Area Colhida total  (ha) por municipio ,taxa_arroz,Taxa regional media de produção de Café (1000R$/ha) ,Taxa regional media de produção de Cana (1000R$/ha) ,Taxa regional media de produção de Demais culturas (1000R$/ha) ,Taxa regional media de produção (1000R$/ha) ,Produção irrigada por Municipio por cultura (Arroz) (1000 R$),Produção irrigada por Municipio por cultura (Café) (1000 R$),Produção irrigada por Municipio por cultura (Cana) (1000 R$),Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$),Produção irrigada por Municipio (1000 R$)
3101300,Alagoa,MG,30,0,0,0,30,0,0,0,75,75,-,-,-,"R$ 704,00","R$ 704,00",-,-,-,92,92,0,0,0,"7,652173913","7,652173913","R$ 0,00","R$ 0,00","R$ 0,00","R$ 573,91","R$ 573,91",
3101409,Albertina,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 51.714,00",-,"R$ 85,00","R$ 51.799,00",-,1500,-,25,1525,0,"34,476",0,"3,4","33,96655738","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3101508,Além Paraíba,MG,162,0,0,0,162,0,0,0,405,405,-,-,-,"R$ 898,00","R$ 898,00",-,-,-,74,74,0,0,0,"12,13513514","12,13513514","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.914,73","R$ 4.914,73",
3101607,Alfenas,MG,4.650,0,3.012,0,1.638,0,3012,0,4095,7107,-,"R$ 465.331,00","R$ 35.644,00","R$ 192.321,00","R$ 693.296,00",-,12785,3500,31414,47699,0,"36,39663668","10,184","6,122142994","14,53481205","R$ 0,00","R$ 109.626,67","R$ 0,00","R$ 25.070,18","R$ 134.696,85",
3101631,Alfredo Vasconcelos,MG,548,0,0,0,548,0,0,0,1370,1370,-,-,-,"R$ 23.155,00","R$ 23.155,00",-,-,-,674,674,0,0,0,"34,35459941","34,35459941","R$ 0,00","R$ 0,00","R$ 0,00","R$ 47.065,80","R$ 47.065,80",
3101706,Almenara,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 1.036,00","R$ 281,00","R$ 4.774,00","R$ 6.091,00",-,70,41,522,633,0,"14,8","6,853658537","9,14559387","9,622432859","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3101805,Alpercata,MG,522,0,0,0,522,0,0,0,1305,1305,-,-,-,"R$ 1.171,00","R$ 1.171,00",-,-,-,156,156,0,0,0,"7,506410256","7,506410256","R$ 0,00","R$ 0,00","R$ 0,00","R$ 9.795,87","R$ 9.795,87",
3101904,Alpinópolis,MG,373,0,0,0,373,0,0,0,"932,5","932,5",-,"R$ 272.913,00","R$ 5.873,00","R$ 41.013,00","R$ 319.799,00",-,6600,540,6432,13572,0,"41,35045455","10,87592593","6,376399254","23,56314471","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.945,99","R$ 5.945,99",
3102001,Alterosa,MG,27,0,0,0,27,0,0,0,"67,5","67,5","R$ 14,00","R$ 120.940,00","R$ 3.027,00","R$ 36.502,00","R$ 160.483,00",4,5335,305,4566,10210,"3,5","22,66916589","9,924590164","7,994305738","15,71821743","R$ 0,00","R$ 0,00","R$ 0,00","R$ 539,62","R$ 539,62",
3102050,Alto Caparaó,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 59.594,00","R$ 38,00","R$ 504,00","R$ 60.136,00",-,2550,4,118,2672,0,"23,37019608","9,5","4,271186441","22,50598802","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3102100,Alto Rio Doce,MG,0,0,0,0,0,0,0,0,0,0,"R$ 31,00",-,"R$ 5.510,00","R$ 9.908,00","R$ 15.449,00",5,-,580,2150,2735,"6,2",0,"9,5","4,608372093","5,648628885","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3102209,Alvarenga,MG,93,0,33,0,60,0,33,0,150,183,"R$ 37,00","R$ 449,00","R$ 99,00","R$ 966,00","R$ 1.551,00",3,16,13,125,157,"12,33333333","28,0625","7,615384615","7,728","9,878980892","R$ 0,00","R$ 926,06","R$ 0,00","R$ 1.159,20","R$ 2.085,26",
3102308,Alvinópolis,MG,284,0,0,0,284,0,0,0,710,710,-,-,"R$ 912,00","R$ 2.230,00","R$ 3.142,00",-,-,96,553,649,0,0,"9,5","4,032549729","4,841294299","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.863,11","R$ 2.863,11",
3102407,Alvorada de Minas,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 260,00","R$ 665,00","R$ 925,00",-,-,33,117,150,0,0,"7,878787879","5,683760684","6,166666667","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3102506,Amparo do Serra,MG,61,0,0,0,61,0,0,0,"152,5","152,5",-,"R$ 12.211,00","R$ 424,00","R$ 4.388,00","R$ 17.023,00",-,360,44,634,1038,0,"33,91944444","9,636363636","6,921135647","16,39980732","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.055,47","R$ 1.055,47",
3102605,Andradas,MG,997,0,0,0,997,0,0,0,"2492,5","2492,5",-,"R$ 183.717,00","R$ 168,00","R$ 94.240,00","R$ 278.125,00",-,6900,17,3310,10227,0,"26,62565217","9,882352941","28,47129909","27,19516965","R$ 0,00","R$ 0,00","R$ 0,00","R$ 70.964,71","R$ 70.964,71",
3102704,Cachoeira de Pajeú,MG,28,0,0,0,28,0,0,0,70,70,-,-,"R$ 255,00","R$ 1.166,00","R$ 1.421,00",-,-,50,271,321,0,0,"5,1","4,302583026","4,426791277","R$ 0,00","R$ 0,00","R$ 0,00","R$ 301,18","R$ 301,18",
3102803,Andrelândia,MG,394,0,0,0,394,0,0,0,985,985,-,"R$ 8.823,00","R$ 870,00","R$ 38.734,00","R$ 48.427,00",-,310,120,4132,4562,0,"28,46129032","7,25","9,374152953","10,61530031","R$ 0,00","R$ 0,00","R$ 0,00","R$ 9.233,54","R$ 9.233,54",
3102852,Angelândia,MG,999,0,416,0,583,0,416,0,"1457,5","1873,5","R$ 18,00","R$ 142.193,00","R$ 152,00","R$ 2.751,00","R$ 145.114,00",4,3720,23,780,4527,"4,5","38,22392473","6,608695652","3,526923077","32,05522421","R$ 0,00","R$ 15.901,15","R$ 0,00","R$ 5.140,49","R$ 21.041,64",
3102902,Antônio Carlos,MG,368,0,0,0,368,0,0,0,920,920,-,-,"R$ 38,00","R$ 29.950,00","R$ 29.988,00",-,-,4,994,998,0,0,"9,5","30,13078471","30,04809619","R$ 0,00","R$ 0,00","R$ 0,00","R$ 27.720,32","R$ 27.720,32",
3103009,Antônio Dias,MG,676,0,0,0,676,0,0,0,1690,1690,-,"R$ 1.340,00","R$ 122,00","R$ 892,00","R$ 2.354,00",-,44,16,46,106,0,"30,45454545","7,625","19,39130435","22,20754717","R$ 0,00","R$ 0,00","R$ 0,00","R$ 32.771,30","R$ 32.771,30",
3103108,Antônio Prado de Minas,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 1.252,00","R$ 34,00","R$ 71,00","R$ 1.357,00",-,37,4,10,51,0,"33,83783784","8,5","7,1","26,60784314","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3103207,Araçaí,MG,155,0,0,0,155,0,0,0,"387,5","387,5",-,-,-,"R$ 1.375,00","R$ 1.375,00",-,-,-,52,52,0,0,0,"26,44230769","26,44230769","R$ 0,00","R$ 0,00","R$ 0,00","R$ 10.246,39","R$ 10.246,39",
3103306,Aracitaba,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 276,00","R$ 618,00","R$ 894,00",-,-,25,101,126,0,0,"11,04","6,118811881","7,095238095","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3103405,Araçuaí,MG,1.554,0,0,0,1.554,0,0,0,3885,3885,-,-,"R$ 966,00","R$ 35.122,00","R$ 36.088,00",-,-,174,1567,1741,0,0,"5,551724138","22,41352904","20,72831706","R$ 0,00","R$ 0,00","R$ 0,00","R$ 87.076,56","R$ 87.076,56",
3103504,Araguari,MG,15.502,0,13.535,0,1.966,0,13535,0,4915,18450,-,"R$ 444.188,00","R$ 154,00","R$ 715.358,00","R$ 1.159.700,00",-,13175,16,69238,82429,0,"33,7144592","9,625","10,33186978","14,06907763","R$ 0,00","R$ 456.325,21","R$ 0,00","R$ 50.781,14","R$ 507.106,35",
3103603,Arantina,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 150,00","R$ 632,00","R$ 782,00",-,-,13,73,86,0,0,"11,53846154","8,657534247","9,093023256","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3103702,Araponga,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 142.527,00","R$ 146,00","R$ 3.519,00","R$ 146.192,00",-,4400,16,853,5269,0,"32,3925","9,125","4,125439625","27,74568229","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3103751,Araporã,MG,6.540,0,0,6.274,266,0,0,6274,665,6939,-,-,"R$ 149.455,00","R$ 33.714,00","R$ 183.169,00",-,-,9768,6504,16272,0,0,"15,30047093","5,183579336","11,25669862","R$ 0,00","R$ 0,00","R$ 95.995,15","R$ 3.447,08","R$ 99.442,23",
3103801,Arapuá,MG,5,0,0,0,5,0,0,0,"12,5","12,5",-,"R$ 16.640,00",-,"R$ 2.782,00","R$ 19.422,00",-,770,-,192,962,0,"21,61038961",0,"14,48958333","20,18918919","R$ 0,00","R$ 0,00","R$ 0,00","R$ 181,12","R$ 181,12",
3103900,Araújos,MG,20,0,0,0,20,0,0,0,50,50,-,-,"R$ 193,00","R$ 5.863,00","R$ 6.056,00",-,-,22,460,482,0,0,"8,772727273","12,74565217","12,56431535","R$ 0,00","R$ 0,00","R$ 0,00","R$ 637,28","R$ 637,28",
3104007,Araxá,MG,1.787,0,87,51,1.650,0,87,51,4125,4263,-,"R$ 96.777,00","R$ 31.500,00","R$ 159.059,00","R$ 287.336,00",-,3403,3000,20590,26993,0,"28,43873053","10,5","7,725060709","10,64483385","R$ 0,00","R$ 2.474,17","R$ 535,50","R$ 31.865,88","R$ 34.875,54",
3104106,Arceburgo,MG,469,0,39,97,333,0,39,97,"832,5","968,5",-,"R$ 66.662,00","R$ 4.753,00","R$ 10.217,00","R$ 81.632,00",-,1740,485,1010,3235,0,"38,31149425","9,8","10,11584158","25,23400309","R$ 0,00","R$ 1.494,15","R$ 950,60","R$ 8.421,44","R$ 10.866,19",
3104205,Arcos,MG,1.194,195,0,887,111,390,0,887,"277,5","1554,5","R$ 2.014,00",-,"R$ 41.400,00","R$ 50.239,00","R$ 93.653,00",265,-,4000,8473,12738,"7,6",0,"10,35","5,929304851","7,352253101","R$ 2.964,00","R$ 0,00","R$ 9.180,45","R$ 1.645,38","R$ 13.789,83",
3104304,Areado,MG,110,0,20,10,81,0,20,10,"202,5","232,5",-,"R$ 67.043,00","R$ 22.674,00","R$ 18.633,00","R$ 108.350,00",-,2850,2084,2588,7522,0,"23,52385965","10,88003839","7,199768161","14,40441372","R$ 0,00","R$ 470,48","R$ 108,80","R$ 1.457,95","R$ 2.037,23",
3104403,Argirita,MG,64,0,0,0,64,0,0,0,160,160,-,-,"R$ 25,00","R$ 1.075,00","R$ 1.100,00",-,-,2,70,72,0,0,"12,5","15,35714286","15,27777778","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.457,14","R$ 2.457,14",
3104452,Aricanduva,MG,64,0,0,0,64,0,0,0,160,160,"R$ 10,00","R$ 21.875,00","R$ 228,00","R$ 2.674,00","R$ 24.787,00",4,815,30,1011,1860,"2,5","26,8404908","7,6","2,644906034","13,32634409","R$ 0,00","R$ 0,00","R$ 0,00","R$ 423,18","R$ 423,18",
3104502,Arinos,MG,2.482,0,0,0,2.482,0,0,0,6205,6205,-,-,"R$ 1.987,00","R$ 119.707,00","R$ 121.694,00",-,-,274,21343,21617,0,0,"7,251824818","5,608724172","5,629550816","R$ 0,00","R$ 0,00","R$ 0,00","R$ 34.802,13","R$ 34.802,13",
3104601,Astolfo Dutra,MG,430,0,0,0,430,0,0,0,1075,1075,-,"R$ 148,00",-,"R$ 12.813,00","R$ 12.961,00",-,8,-,341,349,0,"18,5",0,"37,57478006","37,13753582","R$ 0,00","R$ 0,00","R$ 0,00","R$ 40.392,89","R$ 40.392,89",
3104700,Ataléia,MG,299,0,0,0,299,0,0,0,"747,5","747,5","R$ 13,00","R$ 1.876,00","R$ 360,00","R$ 4.479,00","R$ 6.728,00",4,95,40,529,668,"3,25","19,74736842",9,"8,466918715","10,07185629","R$ 0,00","R$ 0,00","R$ 0,00","R$ 6.329,02","R$ 6.329,02",
3104809,Augusto de Lima,MG,315,0,0,0,315,0,0,0,"787,5","787,5",-,-,"R$ 3.466,00","R$ 7.208,00","R$ 10.674,00",-,-,380,672,1052,0,0,"9,121052632","10,72619048","10,14638783","R$ 0,00","R$ 0,00","R$ 0,00","R$ 8.446,88","R$ 8.446,88",
3104908,Baependi,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 26.268,00",-,"R$ 13.987,00","R$ 40.255,00",-,905,-,2559,3464,0,"29,02541436",0,"5,465806956","11,62095843","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3105004,Baldim,MG,266,0,0,0,266,0,0,0,665,665,-,-,"R$ 691,00","R$ 24.024,00","R$ 24.715,00",-,-,72,1448,1520,0,0,"9,597222222","16,59116022","16,25986842","R$ 0,00","R$ 0,00","R$ 0,00","R$ 11.033,12","R$ 11.033,12",
3105103,Bambuí,MG,3.684,0,0,3.235,450,0,0,3235,1125,4360,-,"R$ 96.592,00","R$ 115.231,00","R$ 137.950,00","R$ 349.773,00",-,2920,13640,21350,37910,0,"33,07945205","8,448020528","6,461358314","9,226404643","R$ 0,00","R$ 0,00","R$ 27.329,35","R$ 7.269,03","R$ 34.598,37",
3105202,Bandeira,MG,38,0,0,0,38,0,0,0,95,95,-,"R$ 851,00","R$ 71,00","R$ 1.787,00","R$ 2.709,00",-,40,11,184,235,0,"21,275","6,454545455","9,711956522","11,52765957","R$ 0,00","R$ 0,00","R$ 0,00","R$ 922,64","R$ 922,64",
3105301,Bandeira do Sul,MG,31,0,0,0,31,0,0,0,"77,5","77,5",-,"R$ 11.667,00",-,"R$ 690,00","R$ 12.357,00",-,370,-,119,489,0,"31,53243243",0,"5,798319328","25,26993865","R$ 0,00","R$ 0,00","R$ 0,00","R$ 449,37","R$ 449,37",
3105400,Barão de Cocais,MG,19,0,0,0,19,0,0,0,"47,5","47,5",-,-,"R$ 347,00","R$ 1.383,00","R$ 1.730,00",-,-,48,89,137,0,0,"7,229166667","15,53932584","12,62773723","R$ 0,00","R$ 0,00","R$ 0,00","R$ 738,12","R$ 738,12",
3105509,Barão de Monte Alto,MG,96,0,0,0,96,0,0,0,240,240,"R$ 72,00",-,"R$ 150,00","R$ 371,00","R$ 593,00",9,-,15,54,78,8,0,10,"6,87037037","7,602564103","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.648,89","R$ 1.648,89",
3105608,Barbacena,MG,2.088,0,0,0,2.088,0,0,0,5220,5220,-,-,-,"R$ 95.056,00","R$ 95.056,00",-,-,-,4468,4468,0,0,0,"21,27484333","21,27484333","R$ 0,00","R$ 0,00","R$ 0,00","R$ 111.054,68","R$ 111.054,68",
3105707,Barra Longa,MG,42,0,0,0,42,0,0,0,105,105,-,-,"R$ 1.544,00","R$ 1.879,00","R$ 3.423,00",-,-,165,388,553,0,0,"9,357575758","4,842783505","6,189873418","R$ 0,00","R$ 0,00","R$ 0,00","R$ 508,49","R$ 508,49",
3105905,Barroso,MG,1,0,0,0,1,0,0,0,"2,5","2,5",-,-,"R$ 66,00","R$ 629,00","R$ 695,00",-,-,8,74,82,0,0,"8,25","8,5","8,475609756","R$ 0,00","R$ 0,00","R$ 0,00","R$ 21,25","R$ 21,25",
3106002,Bela Vista de Minas,MG,12,0,0,0,12,0,0,0,30,30,-,-,-,"R$ 65,00","R$ 65,00",-,-,-,15,15,0,0,0,"4,333333333","4,333333333","R$ 0,00","R$ 0,00","R$ 0,00","R$ 130,00","R$ 130,00",
3106101,Belmiro Braga,MG,11,0,0,0,11,0,0,0,"27,5","27,5",-,-,"R$ 112,00","R$ 640,00","R$ 752,00",-,-,10,61,71,0,0,"11,2","10,49180328","10,5915493","R$ 0,00","R$ 0,00","R$ 0,00","R$ 288,52","R$ 288,52",
3106200,Belo Horizonte,MG,61,0,0,0,61,0,0,0,"152,5","152,5",...,...,...,#VALUE!,...,...,...,...,#VALUE!,...,0,0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3106309,Belo Oriente,MG,29,0,0,0,29,0,0,0,"72,5","72,5",-,-,"R$ 439,00","R$ 1.670,00","R$ 2.109,00",-,-,50,298,348,0,0,"8,78","5,604026846","6,060344828","R$ 0,00","R$ 0,00","R$ 0,00","R$ 406,29","R$ 406,29",
3106408,Belo Vale,MG,53,0,0,0,53,0,0,0,"132,5","132,5",-,-,"R$ 256,00","R$ 107.960,00","R$ 108.216,00",-,-,29,3194,3223,0,0,"8,827586207","33,80087664","33,57617127","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.478,62","R$ 4.478,62",
3106507,Berilo,MG,277,0,0,0,277,0,0,0,"692,5","692,5",-,"R$ 6.512,00","R$ 300,00","R$ 3.821,00","R$ 10.633,00",-,176,45,485,706,0,37,"6,666666667","7,878350515","15,06090652","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.455,76","R$ 5.455,76",
3106606,Bertópolis,MG,18,0,0,0,18,0,0,0,45,45,-,-,-,"R$ 545,00","R$ 545,00",-,-,-,71,71,0,0,0,"7,676056338","7,676056338","R$ 0,00","R$ 0,00","R$ 0,00","R$ 345,42","R$ 345,42",
3106655,Berizal,MG,823,0,345,0,478,0,345,0,1195,1540,-,"R$ 23.581,00","R$ 165,00","R$ 583,00","R$ 24.329,00",-,310,29,79,418,0,"76,06774194","5,689655172","7,379746835","58,20334928","R$ 0,00","R$ 26.243,37","R$ 0,00","R$ 8.818,80","R$ 35.062,17",
3106705,Betim,MG,201,0,0,0,201,0,0,0,"502,5","502,5",-,-,"R$ 278,00","R$ 1.791,00","R$ 2.069,00",-,-,29,78,107,0,0,"9,586206897","22,96153846","19,3364486","R$ 0,00","R$ 0,00","R$ 0,00","R$ 11.538,17","R$ 11.538,17",
3106804,Bias Fortes,MG,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 575,00","R$ 575,00",-,-,-,109,109,0,0,0,"5,275229358","5,275229358","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3106903,Bicas,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 443,00","R$ 284,00","R$ 727,00",-,-,42,20,62,0,0,"10,54761905","14,2","11,72580645","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3107000,Biquinhas,MG,107,0,0,0,107,0,0,0,"267,5","267,5",-,"R$ 12.105,00","R$ 306,00","R$ 3.964,00","R$ 16.375,00",-,256,30,484,770,0,"47,28515625","10,2","8,190082645","21,26623377","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.190,85","R$ 2.190,85",
3107109,Boa Esperança,MG,1.835,0,386,0,1.449,0,386,0,"3622,5","4008,5",-,"R$ 175.094,00","R$ 79,00","R$ 120.493,00","R$ 295.666,00",-,8630,11,19633,28274,0,"20,28899189","7,181818182","6,137268884","10,45716913","R$ 0,00","R$ 7.831,55","R$ 0,00","R$ 22.232,26","R$ 30.063,81",
3107208,Bocaina de Minas,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 200,00","R$ 1.175,00","R$ 1.375,00",-,-,19,177,196,0,0,"10,52631579","6,638418079","7,015306122","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3107307,Bocaiúva,MG,1.416,0,155,0,1262,0,155,0,3155,3310,"R$ 60,00","R$ 7.564,00","R$ 1.129,00","R$ 12.176,00","R$ 20.929,00",30,182,175,2378,2765,2,"41,56043956","6,451428571","5,120269134","7,56925859","R$ 0,00","R$ 6.441,87","R$ 0,00","R$ 16.154,45","R$ 22.596,32",
3107406,Bom Despacho,MG,1.573,0,0,53,1.520,0,0,53,3800,3853,"R$ 16,00",-,"R$ 42.344,00","R$ 104.533,00","R$ 146.893,00",3,-,4200,15167,19370,"5,333333333",0,"10,08190476","6,892134239","7,583531234","R$ 0,00","R$ 0,00","R$ 534,34","R$ 26.190,11","R$ 26.724,45",
3107505,Bom Jardim de Minas,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 65,00","R$ 333,00","R$ 398,00",-,-,9,81,90,0,0,"7,222222222","4,111111111","4,422222222","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3107604,Bom Jesus da Penha,MG,42,0,0,0,42,0,0,0,105,105,-,"R$ 77.532,00",-,"R$ 47.068,00","R$ 124.600,00",-,2500,-,7846,10346,0,"31,0128",0,"5,998980372","12,04330176","R$ 0,00","R$ 0,00","R$ 0,00","R$ 629,89","R$ 629,89",
3107703,Bom Jesus do Amparo,MG,22,0,0,0,22,0,0,0,55,55,-,"R$ 61,00","R$ 205,00","R$ 4.649,00","R$ 4.915,00",-,4,20,150,174,0,"15,25","10,25","30,99333333","28,24712644","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.704,63","R$ 1.704,63",
3107802,Bom Jesus do Galho,MG,75,0,0,0,75,0,0,0,"187,5","187,5","R$ 18,00","R$ 19.350,00","R$ 1.199,00","R$ 5.606,00","R$ 26.173,00",3,1000,180,1409,2592,6,"19,35","6,661111111","3,978708304","10,09760802","R$ 0,00","R$ 0,00","R$ 0,00","R$ 746,01","R$ 746,01",
3107901,Bom Repouso,MG,823,0,0,0,823,0,0,0,"2057,5","2057,5",-,"R$ 359,00",-,"R$ 94.919,00","R$ 95.278,00",-,14,-,1369,1383,0,"25,64285714",0,"69,33455077","68,8922632","R$ 0,00","R$ 0,00","R$ 0,00","R$ 142.655,84","R$ 142.655,84",
3108008,Bom Sucesso,MG,58,0,0,0,58,0,0,0,145,145,-,"R$ 114.197,00","R$ 189,00","R$ 12.863,00","R$ 127.249,00",-,3490,25,2040,5555,0,"32,72120344","7,56","6,305392157","22,90711071","R$ 0,00","R$ 0,00","R$ 0,00","R$ 914,28","R$ 914,28",
3108107,Bonfim,MG,71,0,0,0,71,0,0,0,"177,5","177,5",-,-,"R$ 605,00","R$ 34.294,00","R$ 34.899,00",-,-,72,1180,1252,0,0,"8,402777778","29,06271186","27,87460064","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.158,63","R$ 5.158,63",
3108206,Bonfinópolis de Minas,MG,7.814,0,951,0,6.864,0,951,0,17160,18111,-,"R$ 37.107,00","R$ 278,00","R$ 216.639,00","R$ 254.024,00",-,760,30,36816,37606,0,"48,825","9,266666667","5,884370926","6,75487954","R$ 0,00","R$ 46.432,58","R$ 0,00","R$ 100.975,81","R$ 147.408,38",
3108255,Bonito de Minas,MG,292,0,0,0,292,0,0,0,730,730,"R$ 332,00",-,"R$ 3.200,00","R$ 3.458,00","R$ 6.990,00",170,-,400,1294,1864,"1,952941176",0,8,"2,672333849","3,75","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.950,80","R$ 1.950,80",
3108305,Borda da Mata,MG,47,0,0,0,47,0,0,0,"117,5","117,5",-,"R$ 12.962,00","R$ 44,00","R$ 9.315,00","R$ 22.321,00",-,400,5,956,1361,0,"32,405","8,8","9,743723849","16,40044085","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.144,89","R$ 1.144,89",
3108404,Botelhos,MG,222,0,0,0,222,0,0,0,555,555,-,"R$ 156.086,00","R$ 428,00","R$ 14.187,00","R$ 170.701,00",-,6875,37,1373,8285,0,"22,70341818","11,56756757","10,33284778","20,603621","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.734,73","R$ 5.734,73",
3108503,Botumirim,MG,88,0,0,0,88,0,0,0,220,220,"R$ 39,00","R$ 570,00","R$ 768,00","R$ 5.937,00","R$ 7.314,00",20,40,120,818,998,"1,95","14,25","6,4","7,25794621","7,328657315","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.596,75","R$ 1.596,75",
3108552,Brasilândia de Minas,MG,10.160,0,0,2.044,8.116,0,0,2044,20290,22334,-,-,"R$ 14.016,00","R$ 95.271,00","R$ 109.287,00",-,-,1200,12680,13880,0,0,"11,68","7,513485804","7,87370317","R$ 0,00","R$ 0,00","R$ 23.873,92","R$ 152.448,63","R$ 176.322,55",
3108602,Brasília de Minas,MG,198,0,0,0,198,0,0,0,495,495,"R$ 60,00",-,"R$ 2.048,00","R$ 2.249,00","R$ 4.357,00",15,-,320,534,869,4,0,"6,4","4,211610487","5,013808976","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.084,75","R$ 2.084,75",
3108701,Brás Pires,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 162,00","R$ 3.875,00","R$ 4.037,00",-,-,17,718,735,0,0,"9,529411765","5,396935933","5,492517007","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3108800,Braúnas,MG,96,0,0,0,96,0,0,0,240,240,-,-,"R$ 201,00","R$ 1.529,00","R$ 1.730,00",-,-,33,356,389,0,0,"6,090909091","4,29494382","4,447300771","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.030,79","R$ 1.030,79",
3108909,Brazópolis,MG,36,0,0,0,36,0,0,0,90,90,-,"R$ 12.189,00","R$ 69,00","R$ 77.626,00","R$ 89.884,00",-,411,5,2325,2741,0,"29,65693431","13,8","33,38752688","32,79241153","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.004,88","R$ 3.004,88",
3109006,Brumadinho,MG,419,0,0,0,419,0,0,0,"1047,5","1047,5",-,-,"R$ 1.018,00","R$ 60.398,00","R$ 61.416,00",-,-,106,1822,1928,0,0,"9,603773585","33,1492865","31,85477178","R$ 0,00","R$ 0,00","R$ 0,00","R$ 34.723,88","R$ 34.723,88",
3109105,Bueno Brandão,MG,145,0,0,0,145,0,0,0,"362,5","362,5",-,"R$ 83.981,00","R$ 355,00","R$ 122.614,00","R$ 206.950,00",-,2040,37,2107,4184,0,"41,16715686","9,594594595","58,19364025","49,46223709","R$ 0,00","R$ 0,00","R$ 0,00","R$ 21.095,19","R$ 21.095,19",
3109204,Buenópolis,MG,726,0,0,0,726,0,0,0,1815,1815,-,-,"R$ 1.944,00","R$ 11.032,00","R$ 12.976,00",-,-,324,3665,3989,0,0,6,"3,010095498","3,2529456","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.463,32","R$ 5.463,32",
