fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,disp/dem,,,,dmu_nu_popurbana,ihu_nu_popriscoinerente,ihu_nu_popriscoposdeficit,ihu_nu_popriscototal,ihu_cs_ish,area_setor,area_otto,area_scbc,deman_indus,densidade,pop_urb_scbc,pop_urb_bacia,perc_scbc,ihu_rel,ire_cs_hum,
Chave primária única da poção do setor cencitário,Código da respectiva ottobacia (BHO 2017) onde está a porção do setor censitário.,Código IBGE da porção do setor cencitário,Tipo de setor censitário (rural,Código do município,Nome do município,Unidade da Federação,"Situação do setor, se é urbana (1, 2 e 3) ou rural (demais valores)",disp_q95,dem_ret20,dem_acm,bal_perc,Inverso do balaço Hídrico (adm),Fator iminente,Fator pós deificit,Fator de Risco ,VAB - Municipio ,VAB (mil R$) Risco inerente, Valor de população (nº habitantes) em risco pós-déficit., Valor de população (nº habitantes) em risco total.,Classe (1-5) do Índice de Segurança Hídrica do município associado à sua população urbana (depende da projeção da população urbana de 2035),Área total do setor censitário (km²) ,Área total da ottobacia (km²) ,Área do setor censitário interno à ottobacia (km²),Demanda industrial por BHO (m³/s) (tabela balanços  2020),Densidade da demanda industrial na BHO (m³/s . km²) (tabela balanços 2020),Demanda industrial estimada da porção do setor cencitário interno à ottobacia (m³/s) ,Demanda industrial estimada para a ottobacia (m³/s) ,Percentual da demanda industrial na porção do setor cencitário que está na ottobacia em relação à demanda industrial total da ottobacia,Classe (1-5) do Índice de Segurança Hídrica associado à população urbana da porção do setor censitário interno a cada ottobacia.,Classe (1-5) do Índice de Segurança Hídrica da ottobacia associado à sua população urbana.,
17654,7761626,320495525000002,Rural,3204955,São Roque do Canaã,Espírito Santo,8,"0,081","0,032","0,032","39,133","2,555374389","0,051","0,000","0,051",23.935,1.222,0,1.222,"3,00","58,96236006","18,97459388","17,042",0,0,0,0,0,"0,000","0,000",#N/A
17655,7761662,320495525000002,Rural,3204955,São Roque do Canaã,Espírito Santo,8,"0,040","0,007","0,007","18,208","5,49211764","0,011","0,000","0,011",23.935,265,0,265,"3,00","58,96236006","9,244391764","0,112","0,000141","0,00001525249076","0,000001708278966","0,0001409940246","0,01211545366","0,036","3,000",Médio
17656,7771871,320500205000001,Rural,3205002,Serra,Espírito Santo,8,"0,330","0,003","0,034","10,249","9,757395174","0,004","0,000","0,004",13.151.398,46.045,0,46.045,"3,00","10,31960416","9,745059102","0,339","0,002676","0,0002746006948","0,00009308963553","0,00267570917","0,03478685932","0,104","3,000",Médio
17657,7771843,320500205000001,Rural,3205002,Serra,Espírito Santo,8,"0,102","0,000","0,066","65,335","1,530563549","0,142","0,000","0,142",13.151.398,1.871.319,0,1.871.319,"2,00","10,31960416","0,2592035323","0,189",0,0,0,0,0,"0,000","0,000",#N/A
17658,7771845,320500205000001,Rural,3205002,Serra,Espírito Santo,8,"0,063","0,029","0,029","46,065","2,170841179","0,071","0,000","0,071",13.151.398,930.239,0,930.239,"3,00","10,31960416","16,73399029","0,005","0,028776","0,001719613762","0,000008598068811","0,02877429708","0,0002987930502","0,001","3,000",Médio
17659,777185,320500205000001,Rural,3205002,Serra,Espírito Santo,8,"0,459","0,004","0,041","8,864","11,28171719","0,003","0,000","0,003",13.151.398,34.443,0,34.443,"3,00","10,31960416","7,218888948","3,138","0,003613","0,0005004925309","0,001570545562","0,003613055581","0,4346929316","1,304","3,000",Médio
17660,7771844,320500205000001,Rural,3205002,Serra,Espírito Santo,8,"0,037","3,990","3,990","10755,870","0,009297248486","0,003","0,991","0,994",13.151.398,40.757,13.029.126,13.069.883,"1,00","10,31960416","9,779552426","1,098","0,020338","0,002079645276","0,002283450513","0,02033685115","0,1122750768","0,112","1,000",Mínimo
17661,7771841,320500205000001,Rural,3205002,Serra,Espírito Santo,8,"0,182","0,003","0,078","42,762","2,338512518","0,061","0,000","0,061",13.151.398,801.625,0,801.625,"3,00","10,31960416","7,844278022","5,551","0,002407","0,0003068478697","0,001703312524","0,002407221537","0,7076495739","2,123","3,000",Médio
17662,7771842,320500205000003,Urbana,3205002,Serra,Espírito Santo,2,"0,051","0,009","0,009","17,418","5,741352026","0,010","0,000","0,010",13.151.398,132.991,0,132.991,"3,00","4,051578141","13,31707861","2,461","0,008433","0,0006332469941","0,001558420852","0,008433583467","0,1848002908","0,554","3,000",Médio
17663,7771843,320500205000003,Urbana,3205002,Serra,Espírito Santo,2,"0,102","0,000","0,066","65,335","1,530563549","0,142","0,000","0,142",13.151.398,1.871.319,0,1.871.319,"2,00","4,051578141","0,2592035323","0,07",0,0,0,0,0,"0,000","0,000",#N/A
17664,7771845,320500205000003,Urbana,3205002,Serra,Espírito Santo,2,"0,063","0,029","0,029","46,065","2,170841179","0,071","0,000","0,071",13.151.398,930.239,0,930.239,"3,00","4,051578141","16,73399029","1,512","0,028776","0,001719613762","0,002600056009","0,02877429708","0,09035501837","0,271","3,000",Médio
17665,7771841,320500205000003,Urbana,3205002,Serra,Espírito Santo,2,"0,182","0,003","0,078","42,762","2,338512518","0,061","0,000","0,061",13.151.398,801.625,0,801.625,"3,00","4,051578141","7,844278022","0,008","0,002407","0,0003068478697","0,000002454782957","0,002407221537","0,001019851665","0,003","3,000",Médio
17666,7771845,320500205000004,Urbana,3205002,Serra,Espírito Santo,2,"0,063","0,029","0,029","46,065","2,170841179","0,071","0,000","0,071",13.151.398,930.239,0,930.239,"3,00","1,94978708","16,73399029","0,56","0,028776","0,001719613762","0,0009629837069","0,02877429708","0,03346482162","0,100","3,000",Médio
17667,7771844,320500205000004,Urbana,3205002,Serra,Espírito Santo,2,"0,037","3,990","3,990","10755,870","0,009297248486","0,003","0,991","0,994",13.151.398,40.757,13.029.126,13.069.883,"1,00","1,94978708","9,779552426","1,39","0,020338","0,002079645276","0,002890706933","0,02033685115","0,142133294","0,142","1,000",Mínimo
17668,7771842,320500205000010,Rural,3205002,Serra,Espírito Santo,8,"0,051","0,009","0,009","17,418","5,741352026","0,010","0,000","0,010",13.151.398,132.991,0,132.991,"3,00","9,587177857","13,31707861","4,883","0,008433","0,0006332469941","0,003092145072","0,008433583467","0,3666720114","1,100","3,000",Médio
17669,7771845,320500205000010,Rural,3205002,Serra,Espírito Santo,8,"0,063","0,029","0,029","46,065","2,170841179","0,071","0,000","0,071",13.151.398,930.239,0,930.239,"3,00","9,587177857","16,73399029","4,222","0,028776","0,001719613762","0,007260209304","0,02877429708","0,2523008516","0,757","3,000",Médio
17670,7771844,320500205000010,Rural,3205002,Serra,Espírito Santo,8,"0,037","3,990","3,990","10755,870","0,009297248486","0,003","0,991","0,994",13.151.398,40.757,13.029.126,13.069.883,"1,00","9,587177857","9,779552426","0,032","0,020338","0,002079645276","0,00006654864882","0,02033685115","0,003272133387","0,003","1,000",Mínimo
17671,7771823,320500205000010,Rural,3205002,Serra,Espírito Santo,8,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","9,587177857","19,34882606","0,45","0,073622","0,003804985366","0,001712243415","0,07361885685","0,02325722494","0,023","1,000",Mínimo
17672,77716212,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,023","0,000","0,000","1,347","74,2542556","0,000","0,000","0,000",13.151.398,795,0,795,"3,00","70,06865216","6,115137512","6,115",0,0,0,0,0,"0,000","0,000",#N/A
17673,77716223,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,176","0,001","0,013","7,565","13,21817278","0,002","0,000","0,002",13.151.398,25.090,0,25.090,"3,00","70,06865216","5,407226148","2,328",0,0,0,0,0,"0,000","0,000",#N/A
17674,7771871,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,330","0,003","0,034","10,249","9,757395174","0,004","0,000","0,004",13.151.398,46.045,0,46.045,"3,00","70,06865216","9,745059102","6,964","0,002676","0,0002746006948","0,001912319238","0,00267570917","0,7146185495","2,144","3,000",Médio
17675,77716221,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,203","0,000","0,030","14,620","6,840108166","0,007","0,000","0,007",13.151.398,93.697,0,93.697,"3,00","70,06865216","0,273352011","0,216",0,0,0,0,0,"0,000","0,000",#N/A
17676,77718723,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,026","0,004","0,004","16,336","6,121461032","0,009","0,000","0,009",13.151.398,116.988,0,116.988,"3,00","70,06865216","6,934379871","1,464","0,004051","0,0005841906667","0,0008552551361","0,004051362274","0,2111219788","0,633","3,000",Médio
17677,77716211,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"1,215","0,000","0,211","17,347","5,764563394","0,010","0,000","0,010",13.151.398,131.922,0,131.922,"3,00","70,06865216","0,9804237651","0,784",0,0,0,0,0,"0,000","0,000",#N/A
17678,777163,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"1,521","0,001","0,334","21,963","4,553077414","0,016","0,000","0,016",13.151.398,211.466,0,211.466,"3,00","70,06865216","11,86134499","0,03",0,0,0,0,0,"0,000","0,000",#N/A
17679,7771861,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,102","0,000","0,003","3,077","32,4987175","0,000","0,000","0,000",13.151.398,4.151,0,4.151,"3,00","70,06865216","10,08107119","3,202",0,0,0,0,0,"0,000","0,000",#N/A
17680,777185,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,459","0,004","0,041","8,864","11,28171719","0,003","0,000","0,003",13.151.398,34.443,0,34.443,"3,00","70,06865216","7,218888948","2,389","0,003613","0,0005004925309","0,001195676656","0,003613055581","0,330937353","0,993","3,000",Médio
17681,77716213,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"1,188","0,001","0,210","17,703","5,648801716","0,010","0,000","0,010",13.151.398,137.385,0,137.385,"3,00","70,06865216","5,910969759","2,007",0,0,0,0,0,"0,000","0,000",#N/A
17682,7771873,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,242","0,000","0,010","4,166","24,0048387","0,001","0,000","0,001",13.151.398,7.608,0,7.608,"3,00","70,06865216","9,982900428","9,983",0,0,0,0,0,"0,000","0,000",#N/A
17683,7771862,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,021","0,001","0,001","4,073","24,55268745","0,001","0,000","0,001",13.151.398,7.272,0,7.272,"3,00","70,06865216","5,653359603","3,945",0,0,0,0,0,"0,000","0,000",#N/A
17684,7771891,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,109","0,000","0,007","6,568","15,22618478","0,001","0,000","0,001",13.151.398,18.909,0,18.909,"3,00","70,06865216","0,1435961195","0,144",0,0,0,0,0,"0,000","0,000",#N/A
17685,77716215,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"1,112","0,001","0,208","18,675","5,354834934","0,012","0,000","0,012",13.151.398,152.883,0,152.883,"3,00","70,06865216","5,324859915","3,688",0,0,0,0,0,"0,000","0,000",#N/A
17686,7771893,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,080","0,000","0,007","8,498","11,76696024","0,002","0,000","0,002",13.151.398,31.661,0,31.661,"3,00","70,06865216","3,76778636","3,768",0,0,0,0,0,"0,000","0,000",#N/A
17687,7771881,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,095","0,001","0,003","2,655","37,66073481","0,000","0,000","0,000",13.151.398,3.091,0,3.091,"3,00","70,06865216","10,59146678","8,437",0,0,0,0,0,"0,000","0,000",#N/A
17688,7771863,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,042","0,002","0,002","4,821","20,74437677","0,001","0,000","0,001",13.151.398,10.187,0,10.187,"3,00","70,06865216","11,1449969","6,845",0,0,0,0,0,"0,000","0,000",#N/A
17689,7771844,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,037","3,990","3,990","10755,870","0,009297248486","0,003","0,991","0,994",13.151.398,40.757,13.029.126,13.069.883,"1,00","70,06865216","9,779552426","0,039","0,020338","0,002079645276","0,00008110616575","0,02033685115","0,003987912565","0,004","1,000",Mínimo
17690,7771895,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,035","0,002","0,002","5,231","19,11642148","0,001","0,000","0,001",13.151.398,11.996,0,11.996,"3,00","70,06865216","9,328420516","0,421",0,0,0,0,0,"0,000","0,000",#N/A
17691,7771882,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,022","0,000","0,000","1,833","54,56329985","0,000","0,000","0,000",13.151.398,1.472,0,1.472,"3,00","70,06865216","5,915738841","0,011",0,0,0,0,0,"0,000","0,000",#N/A
17692,7771894,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,031","0,005","0,005","15,878","6,298118865","0,008","0,000","0,008",13.151.398,110.517,0,110.517,"3,00","70,06865216","8,060131715","0,468","0,004455","0,0005527204961","0,0002586731922","0,004456032639","0,05806356727","0,174","3,001",Médio
17693,7771892,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,028","0,000","0,000","1,027","97,35993778","0,000","0,000","0,000",13.151.398,462,0,462,"3,00","70,06865216","7,391003943","3,095",0,0,0,0,0,"0,000","0,000",#N/A
17694,777161,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"2,870","0,526","1,071","37,318","2,679686672","0,046","0,000","0,046",13.151.398,610.496,0,610.496,"3,00","70,06865216","34,81768358","2,887","0,020885","0,0005998388707","0,00173173482","0,02088578964","0,08291763561","0,249","3,000",Médio
17695,7771841,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,182","0,003","0,078","42,762","2,338512518","0,061","0,000","0,061",13.151.398,801.625,0,801.625,"3,00","70,06865216","7,844278022","0,129","0,002407","0,0003068478697","0,00003958337518","0,002407221537","0,0164451081","0,049","3,000",Médio
17696,77718721,320500205000011,Rural,3205002,Serra,Espírito Santo,8,"0,051","0,000","0,021","40,742","2,454496997","0,055","0,000","0,055",13.151.398,727.655,0,727.655,"3,00","70,06865216","1,426410281","0,709",0,0,0,0,0,"0,000","0,000",#N/A
17697,7771823,320500205000014,Urbana,3205002,Serra,Espírito Santo,1,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,837285908","19,34882606","0,837","0,073622","0,003804985366","0,003184772751","0,07361885685","0,04325843839","0,043","1,000",Mínimo
17698,7771863,320500205000015,Rural,3205002,Serra,Espírito Santo,5,"0,042","0,002","0,002","4,821","20,74437677","0,001","0,000","0,001",13.151.398,10.187,0,10.187,"3,00","0,06432674016","11,1449969","0,064",0,0,0,0,0,"0,000","0,000",#N/A
17699,7771842,320500205000017,Urbana,3205002,Serra,Espírito Santo,2,"0,051","0,009","0,009","17,418","5,741352026","0,010","0,000","0,010",13.151.398,132.991,0,132.991,"3,00","0,6170551007","13,31707861","0,427","0,008433","0,0006332469941","0,0002703964665","0,008433583467","0,03206408947","0,096","3,000",Médio
17700,7771823,320500205000017,Urbana,3205002,Serra,Espírito Santo,2,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,6170551007","19,34882606","0,19","0,073622","0,003804985366","0,0007229472195","0,07361885685","0,009819717197","0,010","1,000",Mínimo
17701,7771845,320500205000019,Urbana,3205002,Serra,Espírito Santo,2,"0,063","0,029","0,029","46,065","2,170841179","0,071","0,000","0,071",13.151.398,930.239,0,930.239,"3,00","0,3496044146","16,73399029","0,35","0,028776","0,001719613762","0,0006018648168","0,02877429708","0,02091551351","0,063","3,000",Médio
17702,77718722,320500205000020,Urbana,3205002,Serra,Espírito Santo,1,"0,020","0,016","0,016","84,556","1,182642714","0,238","0,000","0,238",13.151.398,3.134.322,0,3.134.322,"2,00","0,1700115234","5,140964513","0,17","0,016371","0,003184421903","0,0005413517236","0,01637748185","0,03306772485","0,066","2,001",Baixo
17703,77718722,320500205000021,Urbana,3205002,Serra,Espírito Santo,1,"0,020","0,016","0,016","84,556","1,182642714","0,238","0,000","0,238",13.151.398,3.134.322,0,3.134.322,"2,00","0,1104818049","5,140964513","0,11","0,016371","0,003184421903","0,0003502864094","0,01637748185","0,02139676314","0,043","2,001",Baixo
17704,77718723,320500205000022,Urbana,3205002,Serra,Espírito Santo,1,"0,026","0,004","0,004","16,336","6,121461032","0,009","0,000","0,009",13.151.398,116.988,0,116.988,"3,00","0,4816272646","6,934379871","0,186","0,004051","0,0005841906667","0,000108659464","0,004051362274","0,02682287435","0,080","3,000",Médio
17705,77718722,320500205000022,Urbana,3205002,Serra,Espírito Santo,1,"0,020","0,016","0,016","84,556","1,182642714","0,238","0,000","0,238",13.151.398,3.134.322,0,3.134.322,"2,00","0,4816272646","5,140964513","0,295","0,016371","0,003184421903","0,0009394044615","0,01637748185","0,05738222842","0,115","2,001",Baixo
17706,77718723,320500205000023,Urbana,3205002,Serra,Espírito Santo,2,"0,026","0,004","0,004","16,336","6,121461032","0,009","0,000","0,009",13.151.398,116.988,0,116.988,"3,00","0,4210935887","6,934379871","0,001","0,004051","0,0005841906667","0,0000005841906667","0,004051362274","0,0001442090019","0,000","3,000",Médio
17707,7771844,320500205000023,Urbana,3205002,Serra,Espírito Santo,2,"0,037","3,990","3,990","10755,870","0,009297248486","0,003","0,991","0,994",13.151.398,40.757,13.029.126,13.069.883,"1,00","0,4210935887","9,779552426","0,193","0,020338","0,002079645276","0,0004013715382","0,02033685115","0,01973505449","0,020","1,000",Mínimo
17708,77718722,320500205000023,Urbana,3205002,Serra,Espírito Santo,2,"0,020","0,016","0,016","84,556","1,182642714","0,238","0,000","0,238",13.151.398,3.134.322,0,3.134.322,"2,00","0,4210935887","5,140964513","0,228","0,016371","0,003184421903","0,000726048194","0,01637748185","0,04434965451","0,089","2,001",Baixo
17709,7771823,320500205000082,Urbana,3205002,Serra,Espírito Santo,1,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,06664247324","19,34882606","0,067","0,073622","0,003804985366","0,0002549340195","0,07361885685","0,00346274238","0,003","1,000",Mínimo
17710,7771823,320500205000085,Urbana,3205002,Serra,Espírito Santo,1,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,08395257392","19,34882606","0,084","0,073622","0,003804985366","0,0003196187707","0,07361885685","0,004341348655","0,004","1,000",Mínimo
17711,7771823,320500205000089,Urbana,3205002,Serra,Espírito Santo,1,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,06565072136","19,34882606","0,066","0,073622","0,003804985366","0,0002511290341","0,07361885685","0,003411059658","0,003","1,000",Mínimo
17712,7771842,320500205000093,Urbana,3205002,Serra,Espírito Santo,1,"0,051","0,009","0,009","17,418","5,741352026","0,010","0,000","0,010",13.151.398,132.991,0,132.991,"3,00","0,1442762215","13,31707861","0,071","0,008433","0,0006332469941","0,00004496053658","0,008433583467","0,005331499654","0,016","3,000",Médio
17713,7771823,320500205000093,Urbana,3205002,Serra,Espírito Santo,1,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,1442762215","19,34882606","0,073","0,073622","0,003804985366","0,0002777639317","0,07361885685","0,003772838712","0,004","1,000",Mínimo
17714,7771823,320500205000094,Urbana,3205002,Serra,Espírito Santo,1,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,09343288292","19,34882606","0,093","0,073622","0,003804985366","0,000353863639","0,07361885685","0,004806493154","0,005","1,000",Mínimo
17715,7771823,320500205000095,Urbana,3205002,Serra,Espírito Santo,1,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,06911761249","19,34882606","0,069","0,073622","0,003804985366","0,0002625439902","0,07361885685","0,003566107824","0,004","1,000",Mínimo
17716,7771823,320500205000099,Urbana,3205002,Serra,Espírito Santo,1,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,05158136647","19,34882606","0,052","0,073622","0,003804985366","0,000197859239","0,07361885685","0,002687501549","0,003","1,000",Mínimo
17717,7771823,320500205000100,Urbana,3205002,Serra,Espírito Santo,1,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,05534376299","19,34882606","0,055","0,073622","0,003804985366","0,0002092741951","0,07361885685","0,002842549715","0,003","1,000",Mínimo
17718,7771842,320500205000101,Urbana,3205002,Serra,Espírito Santo,1,"0,051","0,009","0,009","17,418","5,741352026","0,010","0,000","0,010",13.151.398,132.991,0,132.991,"3,00","0,1913121523","13,31707861","0,17","0,008433","0,0006332469941","0,000107651989","0,008433583467","0,01276556255","0,038","3,000",Médio
17719,7771823,320500205000101,Urbana,3205002,Serra,Espírito Santo,1,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,1913121523","19,34882606","0,021","0,073622","0,003804985366","0,00007990469268","0,07361885685","0,001085337164","0,001","1,000",Mínimo
17720,7771823,320500205000103,Urbana,3205002,Serra,Espírito Santo,1,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,06255292897","19,34882606","0,063","0,073622","0,003804985366","0,000239714078","0,07361885685","0,003256011492","0,003","1,000",Mínimo
17721,7771842,320500205000104,Urbana,3205002,Serra,Espírito Santo,1,"0,051","0,009","0,009","17,418","5,741352026","0,010","0,000","0,010",13.151.398,132.991,0,132.991,"3,00","0,05700940302","13,31707861","0,029","0,008433","0,0006332469941","0,00001836416283","0,008433583467","0,002177654788","0,007","3,000",Médio
17722,7771823,320500205000104,Urbana,3205002,Serra,Espírito Santo,1,"0,073","0,075","0,075","102,032","0,9800814059","0,327","0,020","0,347",13.151.398,4.296.480,261.957,4.558.438,"1,00","0,05700940302","19,34882606","0,028","0,073622","0,003804985366","0,0001065395902","0,07361885685","0,001447116218","0,001","1,000",Mínimo
